canonical_note,note_ko,translated_at,model
lemon leaf,레몬 잎,2026-09-24T03:26:40.458602+00:00,gpt-5.6-luna
grey musk,그레이 머스크,2026-09-24T03:26:40.458602+00:00,gpt-5.6-luna
plum accord,플럼 어코드,2026-09-24T03:26:40.458602+00:00,gpt-5.6-luna
lemon from italy,이탈리아 레몬,2026-09-24T03:26:40.458602+00:00,gpt-5.6-luna
black vanilla,블랙 바닐라,2026-09-24T03:26:40.458602+00:00,gpt-5.6-luna
jasmine of egypt,이집트 자스민,2026-09-24T03:26:40.458602+00:00,gpt-5.6-luna
incense of somalia,소말리아 인센스,2026-09-24T03:26:40.458602+00:00,gpt-5.6-luna
vanilla of madagascar,마다가스카르 바닐라,2026-09-24T03:26:40.458602+00:00,gpt-5.6-luna
patchouli of singapore,싱가포르 패출리,2026-09-24T03:26:40.458602+00:00,gpt-5.6-luna
tabacco,타바코,2026-09-24T03:26:40.458602+00:00,gpt-5.6-luna
rose oxyde,로즈 옥사이드,2026-09-24T03:26:40.458602+00:00,gpt-5.6-luna
lipstick,립스틱,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
key lime,키 라임,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
metallic notes,메탈릭 노트,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
amber infusion,앰버 인퓨전,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
indonesian patchouli oil,인도네시아 패출리 오일,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
venezuelan tonka absolute,베네수엘라 통카 앱솔루트,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
apple blossom,사과꽃,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
hawthorne,산사나무꽃,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
dried rose,말린 장미,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
dry amber,드라이 앰버,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
aloe vera,알로에 베라,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
white chocolate,화이트 초콜릿,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
cappuccino,카푸치노,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
acacia,아카시아,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
nanah mint,나나 민트,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
rose damascena,다마스크 로즈,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
himalayan cedarwood,히말라야 시더우드,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
cocoa beans,코코아 빈,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
pure agarwood oud,퓨어 아가우드 오드,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
sweet myrrh,스위트 몰약,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
tonka absolute,통카 앱솔루트,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
ambreine,앰브레인,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
egyptian musk,이집트 머스크,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
rhododendron,진달래,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
buchu leaf,부쿠 잎,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
wild strawberry,야생 딸기,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
ink,잉크,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
storax,스토락스,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
hint of patchouli,패출리 힌트,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
aromatic woods,아로마틱 우드,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
rose fragments,로즈 프래그먼트,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
carrot seeds,당근 씨앗,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
magnolia flowers,목련꽃,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
bay oil,월계수 오일,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
cumin seeds,커민 씨앗,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
earthy notes,어시 노트,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
fossilized amber,화석 앰버,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
citrus accord,시트러스 어코드,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
fir balsam absolute,전나무 발삼 앱솔루트,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
green violet leaf,그린 바이올렛 리프,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
vanilla flower,바닐라 꽃,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
benzoin resinoid,벤조인 레지노이드,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
amber notes,앰버 노트,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
mugwort,쑥,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
nectarine,넥타린,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
texan cedarwood,텍사스 시더우드,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
haitian vetyver,아이티 베티버,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
cocoa bean,코코아 빈,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
blackcurrant leaves,블랙커런트 잎,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
douglas fir,더글러스 퍼,2026-09-24T03:26:49.468915+00:00,gpt-5.6-luna
malt,몰트,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
lichen,리켄,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
100 pure oud,100% 퓨어 오드,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
amber tincture,앰버 팅크처,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
green cardamom,그린 카다멈,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
palmarosa,팔마로사,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
roasted tonka,로스티드 통카,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
lemon verbena,레몬 버베나,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
brandy,브랜디,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
fruit of the sun,선 프루트,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
laotian oud,라오시안 오드,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
milk accord,밀크 어코드,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
jamaican lime,자메이칸 라임,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
fresh rose,프레시 로즈,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
skin musk,스킨 머스크,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
exotic woods,엑조틱 우즈,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
fig tree leaves,무화과나무 잎,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
labdanum ciste,라브다넘 시스트,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
gingerbread,진저브레드,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
kumquat,금귤,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
beeswax absolute,비즈왁스 앱솔루트,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
peat,피트,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
clearwood,클리어우드,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
indonesian patchouly,인도네시안 패출리,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
vanilla cream,바닐라 크림,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
patchouli essence,패출리 에센스,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
iris absolute,아이리스 앱솔루트,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
white grapefruit,화이트 그레이프프루트,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
oud from trat,트랏산 오드,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
mineral notes,미네랄 노트,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
oud trat,트랏 오드,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
buddha wood,부다 우드,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
paradisone,파라디손,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
civettone,시베톤,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
siberian musk,시베리안 머스크,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
oolong,우롱,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
tamarind,타마린드,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
molasses,몰라세스,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
resinous,레지너스,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
animalics,애니멀릭스,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
japanese rose,재패니즈 로즈,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
sweet pea,스위트피,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
magnolia petals,매그놀리아 꽃잎,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
mandora,만도라,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
opium,오피움,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
indonesian vetiver,인도네시안 베티버,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
indian vetiver,인디안 베티버,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
bengalian sandalwood,벵갈리안 샌달우드,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
olive,올리브,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
guaic wood,과이악 우드,2026-09-24T03:26:55.311290+00:00,gpt-5.6-luna
cloudberry,클라우드베리,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
camellia,동백꽃,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
dried fruits prune and cherry,"말린 과일, 자두와 체리",2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
cut grass,갓 베어낸 풀,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
spicy,스파이시,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
sweet,스위트,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
green mango,그린 망고,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
guava leaf,구아바 잎,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
allspice,올스파이스,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
linden,린든,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
borneol,보르네올,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
madagascar ylang ylang,마다가스카르 일랑일랑,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
ruh khus,루흐 쿠스,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
thai oud,타이 우드,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
cinnamon bark,시나몬 껍질,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
chalood bark,찰룻 나무껍질,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
holy basil,홀리 바질,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
smoky incense,스모키 인센스,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
vietnamese oud,베트남 우드,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
talc,탈크,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
ethiopian olibanum,에티오피아 올리바넘,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
laotian benzoin,라오스 벤조인,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
jasmin absolute,자스민 앱솔루트,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
castoreum absolute,캐스토리엄 앱솔루트,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
dried fruit,말린 과일,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
wood notes,우디 노트,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
casmir wood,캐시미르 우드,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
himalayan rose,히말라야 로즈,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
indian oud,인디언 우드,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
champaca leaf,참파카 잎,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
henna,헤나,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
ambrarome,앰브라롬,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
black plum,블랙 플럼,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
baie rose,핑크 페퍼,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
cacao pod,카카오 꼬투리,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
wild thyme,와일드 타임,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
vetiver from java,자바 베티버,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
strawberry leaf,딸기 잎,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
roasted coffee beans,로스티드 커피 빈,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
grass oil,그라스 오일,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
night blooming jasmine,나이트 블루밍 자스민,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
alpine clary sage,알파인 클라리 세이지,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
aquatic notes,아쿠아틱 노트,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
sea notes,씨 노트,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
buchu,부추,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
japanese sumi ink,일본 먹,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
new aldehydes,뉴 알데하이드,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
absolute mat,마테 앱솔루트,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
abslolute folia,앱솔루트 폴리아,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
tagette,타게트,2026-09-24T03:27:05.282544+00:00,gpt-5.6-luna
turkish rose petals,터키시 로즈 페탈,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
raspberry blossom,라즈베리 블로섬,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
immortelle absolute,이모르텔 앱솔루트,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
lemon zest,레몬 제스트,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
patchouli leaves,패출리 잎,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
orange peel,오렌지 필,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
aloe wood,알로에 우드,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
labdanum rockrose,라브다넘 록로즈,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
chrysanthemum,국화,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
violets,바이올렛,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
animalic musks,애니멀릭 머스크,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
bitter grapefruit,비터 그레이프프루트,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
soft leather,소프트 레더,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
star fruit,스타 프루트,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
white sandalwood,화이트 샌달우드,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
centofilia and damask rose,센티폴리아 로즈 및 다마스크 로즈,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
williams pear,윌리엄스 페어,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
orange blossom water,오렌지 블로섬 워터,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
woody amber accord,우디 앰버 어코드,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
dry fruit accord and sweet wood sap,드라이 프루트 어코드 및 스위트 우드 수액,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
cypress oil,사이프러스 오일,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
powder,파우더,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
white datura,화이트 다투라,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
spanish labdanum,스패니시 라브다넘,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
indonesian oud,인도네시안 우드,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
ebony wood,에보니 우드,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
heliotropin,헬리오트로핀,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
fig tree,무화과나무,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
mexican lime,멕시칸 라임,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
white moss,화이트 모스,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
vetiver acetate,베티버 아세테이트,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
blond tobacco,블론드 타바코,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
herbal notes,허벌 노트,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
pure organic vintage oud,퓨어 오가닉 빈티지 우드,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
madagascan vanilla absolute,마다가스칸 바닐라 앱솔루트,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
basmati rice,바스마티 라이스,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
indian red champaca oil,인디안 레드 참파카 오일,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
tagetes marigold,타게테스 메리골드,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
gardenia enfleurage,가드니아 앙플뢰라주,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
italian iris,이탈리안 아이리스,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
patchouli indonesia,인도네시아 패출리,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
pine wood,파인 우드,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
spicy mint,스파이시 민트,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
red thyme,레드 타임,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
vetiver root,베티버 루트,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
agave,아가베,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
mexican vanilla,멕시칸 바닐라,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
birchtar,버치 타르,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
and castoreum,및 캐스토리움,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
sumac,수맥,2026-09-24T03:27:12.798291+00:00,gpt-5.6-luna
sicilian tangerine,시칠리아 만다린,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
amber xtreme,앰버 익스트림,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
animalic accord,애니멀릭 어코드,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
earth accord,어스 어코드,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
laos oud,라오스 오드,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
clary sage absolute,클라리 세이지 앱솔루트,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
air note,에어 노트,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
rice,라이스,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
white jasmine,화이트 자스민,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
rose berries,로즈 베리,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
wild mint,와일드 민트,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
cinammon,시나몬,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
yellow amber,옐로 앰버,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
pinecone,파인콘,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
fresh spices,프레시 스파이스,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
pine resin,파인 레진,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
tobacco flowers,타바코 플라워,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
wild berries,와일드 베리,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
flowers,플라워,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
hemlock spruce,헴록 스프루스,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
honeyed florals,허니드 플로럴,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
black tea leaves,블랙 티 리프,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
blackcurrant bud absolute,블랙커런트 버드 앱솔루트,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
dark woods,다크 우드,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
balsams,발삼,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
mat absolute,마트 앱솔루트,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
labdanum cistus,라브다넘 시스투스,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
frankincense distillate,프랑킨센스 디스틸레이트,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
cypress root,사이프러스 루트,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
black pine,블랙 파인,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
cascarilla bark,카스카릴라 바크,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
spanish cade,스패니시 케이드,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
and birch tar,앤드 버치 타르,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
violin varnish,바이올린 바니시,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
outdoors accord,아웃도어 어코드,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
amber pine resin,앰버 파인 레진,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
maplewood,메이플우드,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
spiced tree resin,스파이시드 트리 레진,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
pear stem,페어 스템,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
pink peppercorns,핑크 페퍼콘,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
cubeb pepper,쿠베브 페퍼,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
and sandalwood,앤드 샌달우드,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
sapodilla,사포딜라,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
fresh aldehydes,프레시 알데하이드,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
crisp amber,크리스프 앰버,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
velvet plum,벨벳 플럼,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
sandalwood mysore,마이소르 샌달우드,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
citric notes,시트릭 노트,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
fresh mint,프레시 민트,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
vanilla and secret,바닐라 앤드 시크릿,2026-09-24T03:27:19.833166+00:00,gpt-5.6-luna
moroccan rosemary,모로칸 로즈마리,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
brazilian tonka bean absolute,브라질리안 통카빈 앱솔루트,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
modern woods,모던 우드,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
sweet mock orange,스위트 모크 오렌지,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
light and musky woods,라이트 머스키 우드,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
fruit notes,프루티 노트,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
bay rose,베이 로즈,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
green grass,그린 그래스,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
chestnut,체스트넛,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
musk and amber,머스크 앤 앰버,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
angelique,안젤리카,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
iris pallida,아이리스 팔리다,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
blackwood,블랙우드,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
limette,리메트,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
cedar leaves,시더 리프,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
modern rose,모던 로즈,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
powdery musk,파우더리 머스크,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
waterlilly,워터릴리,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
casis,카시스,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
cypriol heart,사이프리올 하트,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
rockrose absolute,락로즈 앱솔루트,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
styrax resin,스티락스 레진,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
and civet,시벳,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
blackcurrant leaf,블랙커런트 리프,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
wild violet,와일드 바이올렛,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
tolu balm,톨루 발삼,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
gaiacwood,가이악우드,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
and frankincense,프랑킨센스,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
basil leaves,바질 리프,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
neroli petals,네롤리 페탈,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
birchwood,버치우드,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
cardamon,카다멈,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
coriander seed,코리앤더 시드,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
rose buds,로즈 버드,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
rosa centifolia,로사 센티폴리아,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
elemi resin,엘레미 레진,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
honey effect,허니 이펙트,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
vetiver bourbon,베티버 버번,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
daisy,데이지,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
lemons,레몬,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
green tangerine,그린 탠저린,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
brazilian rosewood,브라질리안 로즈우드,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
palisander,팔리산더,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
wenge,웬지,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
clary,클라리,2026-09-24T03:27:29.134007+00:00,gpt-5.6-luna
